country,postal_code,region,latitude,longitude,notes
US,84301,UT,41.6093,-112.1241,US_north_extra_step_0.9_lat40plus
US,84510,UT,37.2161,-109.1871,US_grid_step_1.6_nonwarm
US,84513,UT,39.2122,-111.0196,US_midlat_extra_step_1.1_lat35_40
US,84515,UT,38.97,-109.3207,US_grid_step_1.6_nonwarm
US,84526,UT,39.6737,-110.856,US_midlat_extra_step_1.1_lat35_40
US,84620,UT,38.9222,-111.9341,US_grid_step_1.6_nonwarm
US,84624,UT,39.3755,-112.5319,US_midlat_extra_step_1.1_lat35_40
US,84626,UT,39.9739,-111.9554,US_midlat_extra_step_1.1_lat35_40
US,84710,UT,37.4699,-112.5484,US_grid_step_1.6_nonwarm
US,84711,UT,38.7168,-112.0657,US_grid_step_1.6_nonwarm
US,84712,UT,38.1015,-111.993,US_grid_step_1.6_nonwarm
US,84714,UT,37.8958,-113.6614,US_grid_step_1.6_nonwarm
US,84734,UT,38.2521,-110.8137,US_midlat_extra_step_1.1_lat35_40
US,22920,VA,37.9626,-78.841,US_grid_step_1.6_nonwarm
US,23001,VA,37.2882,-76.426,US_midlat_extra_step_1.1_lat35_40
US,23005,VA,37.7395,-77.4784,US_midlat_extra_step_1.1_lat35_40
US,23301,VA,37.7159,-75.6803,US_midlat_extra_step_1.1_lat35_40
US,23821,VA,36.8806,-77.9055,US_grid_step_1.6_nonwarm
US,24053,VA,36.6139,-80.5093,US_midlat_extra_step_1.1_lat35_40
US,24210,VA,36.6916,-82.02,US_grid_step_1.6_nonwarm
US,24215,VA,36.9234,-82.7964,US_midlat_extra_step_1.1_lat35_40
US,24517,VA,37.1222,-79.2911,US_midlat_extra_step_1.1_lat35_40
US,24520,VA,36.5894,-79.0202,US_midlat_extra_step_1.1_lat35_40
US,05030,VT,43.4107,-72.4298,US_north_extra_step_0.9_lat40plus
US,05033,VT,44.0006,-72.1406,US_far_north_extra_step_0.7_lat44plus
US,05055,VT,43.7404,-72.3016,US_state_min_fill_VT
US,05158,VT,43.0826,-72.4749,US_state_min_fill_VT
US,05260,VT,42.8098,-73.2534,US_state_min_fill_VT
US,05340,VT,43.1618,-72.9128,US_state_min_fill_VT
US,05354,VT,42.7565,-72.5115,US_state_min_fill_VT
US,05363,VT,42.8812,-72.8613,US_state_min_fill_VT
US,05408,VT,44.512,-73.2492,US_state_min_fill_VT
US,05441,VT,44.7914,-72.7697,US_state_min_fill_VT
US,05443,VT,44.146,-73.0717,US_far_north_extra_step_0.7_lat44plus
US,05463,VT,44.8781,-73.3386,US_state_min_fill_VT
US,05640,VT,44.3575,-72.5046,US_grid_step_1.6_nonwarm
US,05746,VT,43.7784,-72.699,US_state_min_fill_VT
US,05764,VT,43.5332,-73.2253,US_state_min_fill_VT
US,05770,VT,43.8862,-73.3054,US_state_min_fill_VT
US,05821,VT,44.3179,-72.0783,US_far_north_extra_step_0.7_lat44plus
US,05823,VT,45.0058,-72.1383,US_grid_step_1.6_nonwarm
US,05827,VT,44.6788,-72.3594,US_state_min_fill_VT
US,05837,VT,44.6517,-71.8675,US_state_min_fill_VT
US,05901,VT,44.9981,-71.7104,US_grid_step_1.6_nonwarm
US,05902,VT,45.0085,-71.4907,US_north_extra_step_0.9_lat40plus
US,98001,WA,47.3099,-122.2653,US_north_extra_step_0.9_lat40plus
US,98110,WA,47.6478,-122.538,US_far_north_extra_step_0.7_lat44plus
US,98220,WA,48.6752,-122.1914,US_grid_step_1.6_nonwarm
US,98221,WA,48.5004,-122.6309,US_north_extra_step_0.9_lat40plus
US,98223,WA,48.1829,-122.1121,US_north_extra_step_0.9_lat40plus
US,98224,WA,47.7671,-121.4814,US_north_extra_step_0.9_lat40plus
US,98225,WA,48.749,-122.4887,US_north_extra_step_0.9_lat40plus
US,98237,WA,48.531,-121.6643,US_far_north_extra_step_0.7_lat44plus
US,98304,WA,46.7531,-121.9898,US_north_extra_step_0.9_lat40plus
US,98305,WA,48.0673,-124.3054,US_grid_step_1.6_nonwarm
US,98343,WA,48.1362,-123.7354,US_north_extra_step_0.9_lat40plus
US,98350,WA,47.9052,-124.6261,US_far_north_extra_step_0.7_lat44plus
US,98357,WA,48.328,-124.6151,US_far_north_extra_step_0.7_lat44plus
US,98361,WA,46.65,-121.6553,US_far_north_extra_step_0.7_lat44plus
US,98381,WA,48.3032,-124.4685,US_far_north_extra_step_0.7_lat44plus
US,98520,WA,46.9843,-123.7963,US_grid_step_1.6_nonwarm
US,98522,WA,46.629,-123.0612,US_grid_step_1.6_nonwarm
US,98524,WA,47.3571,-122.8587,US_north_extra_step_0.9_lat40plus
US,98526,WA,47.4859,-123.9206,US_far_north_extra_step_0.7_lat44plus
US,98527,WA,46.6315,-123.9549,US_far_north_extra_step_0.7_lat44plus
US,98539,WA,46.6378,-123.2804,US_far_north_extra_step_0.7_lat44plus
US,98562,WA,47.2387,-124.2039,US_north_extra_step_0.9_lat40plus
US,98601,WA,45.9195,-122.4574,US_grid_step_1.6_nonwarm
US,98602,WA,45.8504,-121.3129,US_north_extra_step_0.9_lat40plus
US,98605,WA,45.7751,-121.6328,US_north_extra_step_0.9_lat40plus
US,98620,WA,45.832,-120.813,US_far_north_extra_step_0.7_lat44plus
US,98802,WA,47.4186,-120.2731,US_far_north_extra_step_0.7_lat44plus
US,98811,WA,47.7373,-120.369,US_grid_step_1.6_nonwarm
US,98812,WA,48.1206,-119.772,US_grid_step_1.6_nonwarm
US,98813,WA,48.0082,-119.6712,US_far_north_extra_step_0.7_lat44plus
US,98814,WA,48.2526,-120.1055,US_grid_step_1.6_nonwarm
US,98815,WA,47.5173,-120.5033,US_far_north_extra_step_0.7_lat44plus
US,98819,WA,48.5469,-119.7526,US_far_north_extra_step_0.7_lat44plus
US,98826,WA,47.6438,-120.6748,US_far_north_extra_step_0.7_lat44plus
US,98827,WA,48.8696,-119.6427,US_north_extra_step_0.9_lat40plus
US,98852,WA,48.3093,-120.6565,US_far_north_extra_step_0.7_lat44plus
US,98920,WA,46.4043,-120.607,US_north_extra_step_0.9_lat40plus
US,98922,WA,47.2063,-120.9685,US_north_extra_step_0.9_lat40plus
US,98925,WA,47.233,-121.1772,US_far_north_extra_step_0.7_lat44plus
US,99001,WA,47.6438,-117.5921,US_grid_step_1.6_nonwarm
US,99003,WA,47.9192,-117.2921,US_north_extra_step_0.9_lat40plus
US,99008,WA,47.5379,-117.9071,US_far_north_extra_step_0.7_lat44plus
US,99101,WA,48.3364,-117.9579,US_grid_step_1.6_nonwarm
US,99102,WA,46.792,-117.2503,US_north_extra_step_0.9_lat40plus
US,99103,WA,47.7632,-118.9123,US_grid_step_1.6_nonwarm
US,99104,WA,47.0793,-117.177,US_far_north_extra_step_0.7_lat44plus
US,99105,WA,46.8591,-118.1611,US_north_extra_step_0.9_lat40plus
US,99107,WA,48.8427,-118.1828,US_north_extra_step_0.9_lat40plus
US,99109,WA,48.2876,-117.7754,US_far_north_extra_step_0.7_lat44plus
US,99115,WA,47.5966,-119.2758,US_north_extra_step_0.9_lat40plus
US,99118,WA,48.9108,-118.6452,US_far_north_extra_step_0.7_lat44plus
US,99119,WA,48.3915,-117.3295,US_far_north_extra_step_0.7_lat44plus
US,99139,WA,48.741,-117.4172,US_north_extra_step_0.9_lat40plus
US,99144,WA,47.3778,-118.5043,US_far_north_extra_step_0.7_lat44plus
US,99320,WA,46.2806,-119.4913,US_north_extra_step_0.9_lat40plus
US,99321,WA,46.8484,-119.9121,US_north_extra_step_0.9_lat40plus
US,99322,WA,45.9597,-120.1042,US_north_extra_step_0.9_lat40plus
US,99324,WA,46.0471,-118.4093,US_north_extra_step_0.9_lat40plus
US,99326,WA,46.6643,-118.8545,US_far_north_extra_step_0.7_lat44plus
US,99329,WA,46.1408,-118.1531,US_far_north_extra_step_0.7_lat44plus
US,99401,WA,46.1285,-117.0883,US_grid_step_1.6_nonwarm
US,53001,WI,43.6151,-88.0254,US_north_extra_step_0.9_lat40plus
US,53002,WI,43.4681,-88.3539,US_north_extra_step_0.9_lat40plus
US,53014,WI,44.0242,-88.1827,US_far_north_extra_step_0.7_lat44plus
US,53501,WI,42.6055,-89.0704,US_north_extra_step_0.9_lat40plus
US,53502,WI,42.7155,-89.4357,US_north_extra_step_0.9_lat40plus
US,53518,WI,43.2366,-90.5873,US_north_extra_step_0.9_lat40plus
US,53910,WI,43.8967,-89.8219,US_grid_step_1.6_nonwarm
US,54101,WI,44.7869,-88.0571,US_grid_step_1.6_nonwarm
US,54102,WI,45.4989,-87.9643,US_north_extra_step_0.9_lat40plus
US,54111,WI,44.811,-88.4183,US_far_north_extra_step_0.7_lat44plus
US,54201,WI,44.6101,-87.4578,US_grid_step_1.6_nonwarm
US,54202,WI,45.0565,-87.1676,US_far_north_extra_step_0.7_lat44plus
US,54405,WI,44.9641,-90.2994,US_grid_step_1.6_nonwarm
US,54408,WI,45.0088,-89.3578,US_north_extra_step_0.9_lat40plus
US,54410,WI,44.5419,-90.037,US_far_north_extra_step_0.7_lat44plus
US,54421,WI,44.9117,-90.3144,US_far_north_extra_step_0.7_lat44plus
US,54511,WI,45.7118,-88.8104,US_north_extra_step_0.9_lat40plus
US,54512,WI,46.1112,-89.6325,US_far_north_extra_step_0.7_lat44plus
US,54513,WI,45.5514,-90.116,US_north_extra_step_0.9_lat40plus
US,54514,WI,46.0184,-90.4821,US_far_north_extra_step_0.7_lat44plus
US,54519,WI,46.044,-89.2389,US_far_north_extra_step_0.7_lat44plus
US,54610,WI,44.4294,-91.8079,US_north_extra_step_0.9_lat40plus
US,54611,WI,44.4452,-90.9356,US_north_extra_step_0.9_lat40plus
US,54612,WI,44.2539,-91.4805,US_far_north_extra_step_0.7_lat44plus
US,54613,WI,44.0529,-89.8962,US_far_north_extra_step_0.7_lat44plus
US,54614,WI,43.8687,-90.9809,US_north_extra_step_0.9_lat40plus
US,54620,WI,44.0876,-90.8423,US_far_north_extra_step_0.7_lat44plus
US,54630,WI,44.0888,-91.3588,US_far_north_extra_step_0.7_lat44plus
US,54720,WI,44.8021,-91.4382,US_far_north_extra_step_0.7_lat44plus
US,54723,WI,44.6166,-92.4469,US_far_north_extra_step_0.7_lat44plus
US,54805,WI,45.4195,-92.0027,US_grid_step_1.6_nonwarm
US,54806,WI,46.5586,-90.7388,US_grid_step_1.6_nonwarm
US,54813,WI,45.619,-92.0196,US_far_north_extra_step_0.7_lat44plus
US,54814,WI,46.8354,-90.8217,US_north_extra_step_0.9_lat40plus
US,54816,WI,46.5019,-91.0769,US_north_extra_step_0.9_lat40plus
US,54817,WI,45.6403,-91.5776,US_north_extra_step_0.9_lat40plus
US,54909,WI,44.2898,-89.3584,US_north_extra_step_0.9_lat40plus
US,54911,WI,44.2773,-88.3976,US_north_extra_step_0.9_lat40plus
US,54930,WI,44.0275,-89.4943,US_far_north_extra_step_0.7_lat44plus
US,54934,WI,44.0032,-88.8397,US_far_north_extra_step_0.7_lat44plus
US,24910,WV,37.7371,-80.661,US_grid_step_1.6_nonwarm
US,24915,WV,38.4546,-79.7934,US_midlat_extra_step_1.1_lat35_40
US,25231,WV,38.6104,-81.5587,US_midlat_extra_step_1.1_lat35_40
US,25507,WV,38.3965,-82.5588,US_state_min_fill_WV
US,25606,WV,37.7687,-81.8371,US_grid_step_1.6_nonwarm
US,26050,WV,40.614,-80.6011,US_state_min_fill_WV
US,26210,WV,38.8993,-80.2269,US_grid_step_1.6_nonwarm
US,26321,WV,39.0425,-80.6882,US_midlat_extra_step_1.1_lat35_40
US,26525,WV,39.6454,-79.6159,US_state_min_fill_WV
US,26704,WV,39.2998,-78.5931,US_midlat_extra_step_1.1_lat35_40
US,82050,WY,41.4342,-104.1505,US_grid_step_1.6_nonwarm
US,82051,WY,41.5735,-105.6112,US_grid_step_1.6_nonwarm
US,82052,WY,41.1219,-105.3047,US_north_extra_step_0.9_lat40plus
US,82190,WY,44.7957,-110.6137,US_north_extra_step_0.9_lat40plus
US,82210,WY,41.7487,-104.8179,US_grid_step_1.6_nonwarm
US,82213,WY,42.5004,-105.0,US_north_extra_step_0.9_lat40plus
US,82321,WY,41.0312,-107.6687,US_grid_step_1.6_nonwarm
US,82322,WY,42.2327,-107.5633,US_north_extra_step_0.9_lat40plus
US,82324,WY,41.6874,-106.4146,US_north_extra_step_0.9_lat40plus
US,82401,WY,44.0138,-107.9563,US_far_north_extra_step_0.7_lat44plus
US,82410,WY,44.3788,-108.0438,US_grid_step_1.6_nonwarm
US,82412,WY,44.7844,-108.544,US_far_north_extra_step_0.7_lat44plus
US,82414,WY,44.5231,-109.0756,US_north_extra_step_0.9_lat40plus
US,82420,WY,44.8841,-108.4638,US_far_north_extra_step_0.7_lat44plus
US,82428,WY,44.2507,-107.6053,US_far_north_extra_step_0.7_lat44plus
US,82430,WY,43.8042,-108.1805,US_north_extra_step_0.9_lat40plus
US,82450,WY,44.4686,-109.4377,US_far_north_extra_step_0.7_lat44plus
US,82510,WY,42.9679,-108.4941,US_grid_step_1.6_nonwarm
US,82512,WY,43.3716,-109.296,US_north_extra_step_0.9_lat40plus
US,82620,WY,42.5302,-106.76,US_grid_step_1.6_nonwarm
US,82630,WY,43.1789,-107.2576,US_north_extra_step_0.9_lat40plus
US,82633,WY,42.7626,-105.3855,US_north_extra_step_0.9_lat40plus
US,82635,WY,43.4074,-106.2638,US_north_extra_step_0.9_lat40plus
US,82642,WY,43.3284,-107.6488,US_north_extra_step_0.9_lat40plus
US,82710,WY,44.7473,-104.1931,US_grid_step_1.6_nonwarm
US,82711,WY,44.6873,-104.4414,US_north_extra_step_0.9_lat40plus
US,82715,WY,44.0775,-104.1383,US_far_north_extra_step_0.7_lat44plus
US,82716,WY,44.282,-105.4974,US_far_north_extra_step_0.7_lat44plus
US,82718,WY,43.9282,-105.5492,US_north_extra_step_0.9_lat40plus
US,82723,WY,43.999,-104.4226,US_north_extra_step_0.9_lat40plus
US,82730,WY,44.0893,-104.6352,US_far_north_extra_step_0.7_lat44plus
US,82831,WY,44.6899,-106.1092,US_grid_step_1.6_nonwarm
US,82832,WY,44.6003,-106.7954,US_north_extra_step_0.9_lat40plus
US,82836,WY,44.878,-107.3026,US_north_extra_step_0.9_lat40plus
US,82922,WY,43.2238,-110.3353,US_grid_step_1.6_nonwarm
US,82923,WY,42.6881,-109.5401,US_north_extra_step_0.9_lat40plus
US,82932,WY,42.0834,-109.4184,US_north_extra_step_0.9_lat40plus
US,82933,WY,41.3166,-110.3843,US_north_extra_step_0.9_lat40plus
US,82942,WY,41.6802,-108.7857,US_north_extra_step_0.9_lat40plus
US,83110,WY,42.7128,-110.942,US_grid_step_1.6_nonwarm
US,83113,WY,42.6483,-110.1246,US_grid_step_1.6_nonwarm
US,83116,WY,41.7839,-110.54,US_north_extra_step_0.9_lat40plus
US,83414,WY,43.8886,-110.9492,US_grid_step_1.6_nonwarm
CA,T1C 1Z2,AB,50.057497,-110.683666,south_of_55deg_grid_sample_1.5deg
CA,T1H 1B5,AB,49.994378,-113.364532,south_of_55deg_grid_sample_1.5deg
CA,T1H 3Z6,AB,49.703239,-112.791343,south_of_55deg_grid_sample_1.5deg
CA,T1Y 1V4,AB,51.074348,-113.937953,south_of_55deg_grid_sample_1.5deg
CA,T2C 1B0,AB,52.007611,-110.775889,south_of_55deg_grid_sample_1.5deg
CA,T3J 0B0,AB,50.788913,-112.472536,south_of_55deg_grid_sample_1.5deg
CA,T5H 5H2,AB,51.887832,-113.909643,south_of_55deg_grid_sample_1.5deg
CA,T8E 1J1,AB,53.416478,-113.128203,south_of_55deg_grid_sample_1.5deg
CA,T8N 2C7,AB,53.656059,-111.654979,south_of_55deg_grid_sample_1.5deg
CA,T8N 4G5,AB,51.886369,-115.125947,south_of_55deg_grid_sample_1.5deg
CA,T8N 4Z3,AB,53.64757,-113.651711,south_of_55deg_grid_sample_1.5deg
CA,T9H 0A1,AB,,,CA_northern_hub_seed_fort_mcmurray
CA,V1T 1G3,BC,50.257253,-119.246881,south_of_55deg_grid_sample_1.5deg
CA,V1T 6K4,BC,50.267209,-119.279348,south_of_55deg_grid_sample_1.5deg
CA,V1T 8K1,BC,50.249854,-118.974378,south_of_55deg_grid_sample_1.5deg
CA,V1V 3A5,BC,49.509078,-115.757916,south_of_55deg_grid_sample_1.5deg
CA,V1Y 2H3,BC,49.885677,-119.478385,south_of_55deg_grid_sample_1.5deg
CA,V2L 0A1,BC,,,CA_northern_hub_seed_prince_george
CA,V2L 2K3,BC,53.915656,-122.751148,south_of_55deg_grid_sample_1.5deg
CA,V2L 7C1,BC,53.030249,-122.62717,south_of_55deg_grid_sample_1.5deg
CA,V3R 3K8,BC,49.515471,-121.756374,south_of_55deg_grid_sample_1.5deg
CA,V3R 3T2,BC,49.189849,-122.817532,south_of_55deg_grid_sample_1.5deg
CA,V6N 1E9,BC,49.3784,-123.779738,south_of_55deg_grid_sample_1.5deg
CA,V8J 3B3,BC,,,CA_northern_hub_seed_prince_rupert
CA,V8P 3A9,BC,48.464921,-123.326409,south_of_55deg_grid_sample_1.5deg
CA,R2M 5J6,MB,49.850014,-98.313432,south_of_55deg_grid_sample_1.5deg
CA,R3J 1B3,MB,49.887473,-97.250434,south_of_55deg_grid_sample_1.5deg
CA,R7B 0N4,MB,49.823131,-99.965799,south_of_55deg_grid_sample_1.5deg
CA,E1B 3G7,NB,46.050968,-64.812035,south_of_55deg_grid_sample_1.5deg
CA,E1C 1M8,NB,47.393596,-65.858058,south_of_55deg_grid_sample_1.5deg
CA,E2E 4K4,NB,45.40468,-65.962112,south_of_55deg_grid_sample_1.5deg
CA,E3C 1K3,NB,45.961781,-66.767045,south_of_55deg_grid_sample_1.5deg
CA,E3C 2J7,NB,45.914603,-66.747681,south_of_55deg_grid_sample_1.5deg
CA,A1E 6B7,NL,47.530912,-52.75645,south_of_55deg_grid_sample_1.5deg
CA,A2V 2A2,NL,,,CA_northern_hub_seed_labrador_city
CA,B1S 1M6,NS,46.101335,-60.220661,south_of_55deg_grid_sample_1.5deg
CA,B2N 2L4,NS,45.098541,-64.27815,south_of_55deg_grid_sample_1.5deg
CA,B2X 1Y6,NS,44.68721,-63.536771,south_of_55deg_grid_sample_1.5deg
CA,X0E 0T0,NT,,,CA_northern_city_seed_inuvik
CA,X1A 0A1,NT,,,CA_northern_city_seed_yellowknife
CA,X0A 0H0,NU,,,CA_northern_city_seed_iqaluit
CA,K1H 2N7,ON,45.900645,-77.254107,south_of_55deg_grid_sample_1.5deg
CA,K2G 0R3,ON,45.336773,-75.782578,south_of_55deg_grid_sample_1.5deg
CA,K7P 1A6,ON,44.249684,-76.580516,south_of_55deg_grid_sample_1.5deg
CA,K8B 1B4,ON,45.807023,-77.081601,south_of_55deg_grid_sample_1.5deg
CA,K8R 1B9,ON,44.150642,-77.460814,south_of_55deg_grid_sample_1.5deg
CA,K9H 6P5,ON,44.338155,-78.318853,south_of_55deg_grid_sample_1.5deg
CA,K9V 3Y4,ON,44.362104,-78.750552,south_of_55deg_grid_sample_1.5deg
CA,L4V 1E5,ON,44.578284,-80.812346,south_of_55deg_grid_sample_1.5deg
CA,L5B 0C1,ON,43.58952,-79.634515,south_of_55deg_grid_sample_1.5deg
CA,N5R 1A7,ON,42.748637,-81.194465,south_of_55deg_grid_sample_1.5deg
CA,N5W 4P8,ON,42.999324,-81.189223,south_of_55deg_grid_sample_1.5deg
CA,N7M 1E8,ON,42.404849,-82.190249,south_of_55deg_grid_sample_1.5deg
CA,N7W 1C5,ON,42.964803,-82.346151,south_of_55deg_grid_sample_1.5deg
CA,P1C 1L5,ON,46.339925,-79.431493,south_of_55deg_grid_sample_1.5deg
CA,P3C 5P8,ON,46.481217,-81.014582,south_of_55deg_grid_sample_1.5deg
CA,P4R 1H4,ON,48.476968,-81.375128,south_of_55deg_grid_sample_1.5deg
CA,P6B 5B1,ON,46.527422,-84.315465,south_of_55deg_grid_sample_1.5deg
CA,P7B 0A1,ON,,,CA_northern_hub_seed_thunder_bay
CA,P7E 1A2,ON,48.387601,-89.238723,south_of_55deg_grid_sample_1.5deg
CA,P7K 1N2,ON,48.353744,-89.353746,south_of_55deg_grid_sample_1.5deg
CA,C1C 1C9,PE,46.280412,-63.105839,south_of_55deg_grid_sample_1.5deg
CA,G2N 5P2,QC,48.36137,-68.459562,south_of_55deg_grid_sample_1.5deg
CA,G4S 0A1,QC,,,CA_northern_hub_seed_sept_iles
CA,G6C 1T3,QC,46.76161,-71.132615,south_of_55deg_grid_sample_1.5deg
CA,G7J 2Y4,QC,48.414978,-71.077433,south_of_55deg_grid_sample_1.5deg
CA,G7Z 1A7,QC,48.433233,-71.269668,south_of_55deg_grid_sample_1.5deg
CA,G8Y 4C2,QC,46.349859,-72.59174,south_of_55deg_grid_sample_1.5deg
CA,H7M 1E5,QC,45.60423,-73.726976,south_of_55deg_grid_sample_1.5deg
CA,J1H 2M6,QC,45.389812,-71.893985,south_of_55deg_grid_sample_1.5deg
CA,J7L 1C9,QC,45.750111,-73.634563,south_of_55deg_grid_sample_1.5deg
CA,J8Z 1H9,QC,45.493081,-75.745135,south_of_55deg_grid_sample_1.5deg
CA,J9Y 0J4,QC,48.193132,-78.671135,south_of_55deg_grid_sample_1.5deg
CA,J9Y 1S4,QC,48.107813,-79.151027,south_of_55deg_grid_sample_1.5deg
CA,S2V 1B6,SK,51.208296,-102.461879,south_of_55deg_grid_sample_1.5deg
CA,S4T 7X3,SK,50.624439,-103.55564,south_of_55deg_grid_sample_1.5deg
CA,S4V 2A9,SK,50.422251,-104.546028,south_of_55deg_grid_sample_1.5deg
CA,S6X 0A3,SK,53.251194,-110.001525,south_of_55deg_grid_sample_1.5deg
CA,S6X 1C9,SK,53.191855,-105.700569,south_of_55deg_grid_sample_1.5deg
CA,S7M 2K6,SK,52.123209,-106.688924,south_of_55deg_grid_sample_1.5deg
CA,Y1A 0C3,YT,,,CA_northern_city_seed_whitehorse
